SMILES,CANON_SMILES,MolecularFormula,MolecularWeight,Exp_logp
FC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)N4CC4,O=C1C(F)=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,C12H12FN3O2,249.245,0.14
CC1CN1C2=C(F)C(=O)C(=C(F)C2=O)N3CC3C,CC1CN1C1=C(F)C(=O)C(N2CC2C)=C(F)C1=O,C12H12F2N2O2,254.236,1.61
CC1CN1C2=CC(=O)C(=CC2=O)N3CC3C,CC1CN1C1=CC(=O)C(N2CC2C)=CC1=O,C12H14N2O2,218.256,1.07
CN(C)CCOC(=O)c1ccc(cc1)C#N,CN(C)CCOC(=O)c1ccc(C#N)cc1,C12H14N2O2,218.256,1.43
COC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)OC,COC1=C(N2CC2)C(=O)C(OC)=C(N2CC2)C1=O,C12H14N2O4,250.254,0.17
COc1ccc(cc1)C(C#N)C(C)C,COc1ccc(C(C#N)C(C)C)cc1,C12H15NO,189.258,2.68
CNC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)NC,CNC1=C(N2CC2)C(=O)C(NC)=C(N2CC2)C1=O,C12H16N4O2,248.286,0.13
CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,C12H16O4S2,288.39,3.93
COc1ccc(cc1)C(=O)OCCN(C)C,COc1ccc(C(=O)OCCN(C)C)cc1,C12H17NO3,223.272,2.21
CN(C)N=Nc1ccc(CCCC(O)=O)cc1,CN(C)N=Nc1ccc(CCCC(=O)O)cc1,C12H17N3O2,235.287,2.62
CCOC(=O)c1ccc(cc1)N=NN(C)CCO,CCOC(=O)c1ccc(N=NN(C)CCO)cc1,C12H17N3O3,251.286,2.66
Nc1ccc2c3ccccc3C(=O)c2c1,Nc1ccc2c(c1)C(=O)c1ccccc1-2,C13H9NO,195.221,2.95
[nH]1c2ccccc2cc1c3ccccn3,c1ccc(-c2cc3ccccc3[nH]2)nc1,C13H10N2,194.237,3.33
CC1CN1C2=CC(=O)c3ccccc3C2=O,CC1CN1C1=CC(=O)c2ccccc2C1=O,C13H11NO2,213.236,2.17
Cc1ccc(NC(=O)c2cccnc2)cc1,Cc1ccc(NC(=O)c2cccnc2)cc1,C13H12N2O,212.252,2.08
Cc1cccc(OCc2ccccc2)n1,Cc1cccc(OCc2ccccc2)n1,C13H13NO,199.253,3.43
OC(=O)C(Cc1ccccc1)n2cccc2,O=C(O)C(Cc1ccccc1)n1cccc1,C13H13NO2,215.252,2.34
C[C@](N)(C(O)=O)c1cccc2ccccc12,C[C@](N)(C(=O)O)c1cccc2ccccc12,C13H13NO2,215.252,-0.22
NC(Cc1cccc2ccccc12)C(O)=O,NC(Cc1cccc2ccccc12)C(=O)O,C13H13NO2,215.252,-0.22
NC(=O)OCCC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)Br,NC(=O)OCCC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,C13H14BrN3O4,356.176,0.68
Clc1ccc2c(N(CC(=O)N3CCNCC3)C(=O)S2)c1,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCNCC1,C13H14ClN3O2S,311.794,1.35
O=C(OCCCc1[nH]cnc1)c2ccccc2,O=C(OCCCc1cnc[nH]1)c1ccccc1,C13H14N2O2,230.267,2.64
CCC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)C,CCC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,C13H16N2O2,232.283,1.35
CC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)CCO,CC1=C(N2CC2)C(=O)C(CCO)=C(N2CC2)C1=O,C13H16N2O3,248.282,0.49
C1CC2(CCN1CC2)c3ccccc3,c1ccc(C23CCN(CC2)CC3)cc1,C13H17N,187.286,2.54
CN(C)CCOC(=O)c1ccc(cc1)C(C)=O,CC(=O)c1ccc(C(=O)OCCN(C)C)cc1,C13H17NO3,235.283,1.57
C1C2CC3CC1CC(C2)(C3)n4cccn4,c1cnn(C23CC4CC(CC(C4)C2)C3)c1,C13H18N2,202.301,3.05
COC(=O)C1=CN=C2CCCC(C(C)C)N2C1=O,COC(=O)c1cnc2n(c1=O)C(C(C)C)CCC2,C13H18N2O3,250.298,0.99
CCCC1CCCC2=NC=C(C(=O)OC)C(=O)N12,CCCC1CCCc2ncc(C(=O)OC)c(=O)n21,C13H18N2O3,250.298,1.14
CCc1ccc(cc1)C(=O)OCCN(C)C,CCc1ccc(C(=O)OCCN(C)C)cc1,C13H19NO2,221.3,3.15
CC(C)N(N=Nc1ccc(cc1)C(N)=O)C(C)C,CC(C)N(N=Nc1ccc(C(N)=O)cc1)C(C)C,C13H20N4O,248.33,3
CN(C)C(=O)C12CC3CC(CC(C3)C1)C2,CN(C)C(=O)C12CC3CC(CC(C3)C1)C2,C13H21NO,207.317,2.55
CCON=C(CCC)C1C(=O)OC(C)(C)CC1(=O),CCCC(=NOCC)C1C(=O)CC(C)(C)OC1=O,C13H21NO4,255.314,2.56
CCCCCCCCN1C=C(C)C(=O)NC1=O,CCCCCCCCn1cc(C)c(=O)[nH]c1=O,C13H22N2O2,238.331,3.08
N#CCc1cccc(Oc2ccccc2)c1,N#CCc1cccc(Oc2ccccc2)c1,C14H11NO,209.248,3.03
O=C1C=C(N2CC=CC2)C(=O)c3ccccc13,O=C1C=C(N2CC=CC2)C(=O)c2ccccc21,C14H11NO2,225.247,2.85
O=C1C=C(N2CCCC2)C(=O)c3ccccc13,O=C1C=C(N2CCCC2)C(=O)c2ccccc21,C14H13NO2,227.263,2.89
CC(=S)N(c1ccccc1)c2ccccc2,CC(=S)N(c1ccccc1)c1ccccc1,C14H13NS,227.332,2.83
C=CCOc1ccccc1C(=C)n2ccnc2,C=CCOc1ccccc1C(=C)n1ccnc1,C14H14N2O,226.279,2.79
COCC1OC(c3c(Cl)cc(Cl)cc3)(Cn2ncnc2)OC1,COCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,C14H15Cl2N3O3,344.198,2.21
CC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)CCOC(N)=O,CC1=C(N2CC2)C(=O)C(CCOC(N)=O)=C(N2CC2)C1=O,C14H17N3O4,291.307,0.16
O=C1C=C(N2CCCC2)C(=O)C=C1N3CCCC3,O=C1C=C(N2CCCC2)C(=O)C=C1N1CCCC1,C14H18N2O2,246.31,1.97
CCCCC1CCCC2=NC=C(C(=O)OC)C(=O)N12,CCCCC1CCCc2ncc(C(=O)OC)c(=O)n21,C14H20N2O3,264.325,1.77
CCCc1ccc(cc1)C(=O)OCCN(C)C,CCCc1ccc(C(=O)OCCN(C)C)cc1,C14H21NO2,235.327,3.63
COc1ccccc1NC(=O)Nc2ccccc2OC,COc1ccccc1NC(=O)Nc1ccccc1OC,C15H16N2O3,272.304,2.98
OCCCOc1cccc(CN2CCCCC2)c1,OCCCOc1cccc(CN2CCCCC2)c1,C15H23NO2,249.354,2.78
CCCCOc1ccc(cc1)C(=O)OCCN(C)C,CCCCOc1ccc(C(=O)OCCN(C)C)cc1,C15H23NO3,265.353,3.91
CC1=C(N=CN1)CSCCNC(=NCCSCC2=C(NC=N2)C)N,Cc1[nH]cnc1CSCCN=C(N)NCCSCc1nc[nH]c1C,C15H25N7S2,367.548,1.34
C1=CC=C(C=C1)COC2=CC=CC3=C2N=CC=C3,c1ccc(COc2cccc3cccnc23)cc1,C16H13NO,235.286,3.51
COCCOCC1OC(n3ncnc3)(c2c(Cl)cc(Cl)cc2)OC1,COCCOCC1COC(c2ccc(Cl)cc2Cl)(n2cncn2)O1,C15H17Cl2N3O4,374.224,2.03
C(CN1CCOCC1)Nc2ccc(nn2)c3ccccc3,c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1,C16H20N4O,284.363,1.85
COc1cc(C=NOCC(=O)OCC)ccc1OCC(=O)OCC,CCOC(=O)CON=Cc1ccc(OCC(=O)OCC)c(OC)c1,C16H21NO7,339.344,1.87
CC(NC3C(=O)C(N2CC2)=C(NC(C)CO)C(=O)C=3N1CC1)CO,CC(CO)NC1=C(N2CC2)C(=O)C(NC(C)CO)=C(N2CC2)C1=O,C16H24N4O4,336.392,-0.37
CC1CCC2(C1)CC(=O)C(C(CCC)=NOCC)C(=O)O2,CCCC(=NOCC)C1C(=O)CC2(CCC(C)C2)OC1=O,C16H25NO4,295.379,3.66
CCON=C(CCC)C1C(=O)OC2(CC1(=O))CCCCC2,CCCC(=NOCC)C1C(=O)CC2(CCCCC2)OC1=O,C16H25NO4,295.379,3.62
NC(Cc1ccc(O)c(O)c1)C(=O)OCc2cccc(c2)C(F)(F)F,NC(Cc1ccc(O)c(O)c1)C(=O)OCc1cccc(C(F)(F)F)c1,C17H16F3NO4,355.312,2.29
CC(C(O)=O)c1ccc(cc1)N2CC3=C(CCCC3)C2=O,CC(C(=O)O)c1ccc(N2CC3=C(CCCC3)C2=O)cc1,C17H19NO3,285.343,3.07
C1C2CC3CC1CC(C2)(C3)n4ncc5ccccc45,c1ccc2c(c1)cnn2C12CC3CC(CC(C3)C1)C2,C17H20N2,252.361,4.33
CC1CC2OC(=O)C(C2C(O)C3(C)C1C=CC3=O)=C(C)C,CC(C)=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,C17H22O4,290.359,1.47
COc1cc(C=NOCC(=O)OCC)ccc1OCCOC(=O)CC,CCOC(=O)CON=Cc1ccc(OCCOC(=O)CC)c(OC)c1,C17H23NO7,353.371,2.39
O(CCCNC(=O)(C))c1cccc(CN2CCCCC2)c1,CC(=O)NCCCOc1cccc(CN2CCCCC2)c1,C17H26N2O2,290.407,2.15
CCCCCCc1ccc(cc1)C(=O)OCCN(C)C,CCCCCCc1ccc(C(=O)OCCN(C)C)cc1,C17H27NO2,277.408,5.2
CC2CCCCC21CC(=O)C(C(CCC)=NOCC)C(=O)O1,CCCC(=NOCC)C1C(=O)CC2(CCCCC2C)OC1=O,C17H27NO4,309.406,3.9
CC1CCC2(CC(=O)C(C(CCC)=NOCC)C(=O)O2)CC1,CCCC(=NOCC)C1C(=O)CC2(CCC(C)CC2)OC1=O,C17H27NO4,309.406,4.07
c1ccc(C(n4c3c(ncnc3N)nc4)c2ccccc2)cc1,Nc1ncnc2ncn(C(c3ccccc3)c3ccccc3)c12,C18H15N5,301.353,3.19
OCCN(C(=O)CO)c1c(I)c(N(CCO)C(=O)CO)c(I)c(C(=O)NCC(O)CO)c1I,O=C(NCC(O)CO)c1c(I)c(N(CCO)C(=O)CO)c(I)c(N(CCO)C(=O)CO)c1I,C18H24I3N3O9,807.114,-2.55
CCON=C(CCC)C1C(=O)OC2(CC1(=O))CC(C)CC(C)C2,CCCC(=NOCC)C1C(=O)CC2(CC(C)CC(C)C2)OC1=O,C18H29NO4,323.433,4.48
FN(F)C(c1ccccc1)(c2ccccc2)c3ccccc3,FN(F)C(c1ccccc1)(c1ccccc1)c1ccccc1,C19H15F2N,295.332,3.73
CN(CC(O)COc1ccccc1)CC(O)COc2ccccc2,CN(CC(O)COc1ccccc1)CC(O)COc1ccccc1,C19H25NO4,331.412,2.92
CC12CCC(=O)CC1CCC3C2CCC4(C)C3CCC4=O,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,C19H28O2,288.431,3.6
COc2cc(C=NO)ccc2OCCOC(=O)C=Cc1ccccc1OC,COc1ccccc1C=CC(=O)OCCOc1ccc(C=NO)cc1OC,C20H21NO6,371.389,3.56
CCC1OC(c4ccc(c3ccccc3)cc4)(Cn2ncnc2)OC1,CCC1COC(Cn2cncn2)(c2ccc(-c3ccccc3)cc2)O1,C20H21N3O2,335.407,3.71
c1c(C(=O)NCCN2CCC(O)(c3ccc(Cl)cc3)CC2)ccc(F)c1,O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,C20H22ClFN2O2,376.859,2.85
C(CN1CCOCC1)Nc2nnc(cc2c3ccccc3)c4ccccc4,c1ccc(-c2cc(-c3ccccc3)c(NCCN3CCOCC3)nn2)cc1,C22H24N4O,360.461,3.38
CCC(C)N(CC(O)COc1ccccc1)CC(O)COc2ccccc2,CCC(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1,C22H31NO4,373.493,3.46
CC(C)(C)N(CC(O)COc2ccccc2)CC(O)COc1ccccc1,CC(C)(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1,C22H31NO4,373.493,3.99
Clc1ccc(C2(O)CCN(CCCC3(c4ccc(F)cc4)OCCO3)CC2)cc1,OC1(c2ccc(Cl)cc2)CCN(CCCC2(c3ccc(F)cc3)OCCO2)CC1,C23H27ClFNO3,419.924,3.84
CC1CC2C(C(C3(C1C=CC3=O)C)O)C4(CC5CC(=O)C46C5C(CC7C(C6)C(=C)C(=O)O7)C)C(=O)O2,C=C1C(=O)OC2CC(C)C3C4CC(=O)C3(CC12)C1(C4)C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C21,C29H34O7,494.584,1.66
c1c(Br)ccc(NC(C(=O)(O))CCC(=O)(O))c1,O=C(O)CCC(Nc1ccc(Br)cc1)C(=O)O,C11H12BrNO4,302.124,1.12
Brc1ccccc1C(=O)N[P](=O)(N2CC2)N3CC3,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1Br,C11H13BrN3O2P,330.122,1.08
Brc1ccc(cc1)C(=O)N[P](=O)(N2CC2)N3CC3,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Br)cc1,C11H13BrN3O2P,330.122,1.63
Clc1ccc(C(=O)NP(=O)(N3CC3)N2CC2)cc1,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Cl)cc1,C11H13ClN3O2P,285.671,0.97
Ic1cccc(c1)C(=O)N[P](=O)(N2CC2)N3CC3,O=C(NP(=O)(N1CC1)N1CC1)c1cccc(I)c1,C11H13IN3O2P,377.122,1.91
Ic1ccccc1C(=O)N[P](=O)(N2CC2)N3CC3,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1I,C11H13IN3O2P,377.122,1.05
Ic1ccc(cc1)C(=O)N[P](=O)(N2CC2)N3CC3,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(I)cc1,C11H13IN3O2P,377.122,2.25
CNc1ncnc2n(cnc12)C3CC(O)C(CO)O3,CNc1ncnc2c1ncn2C1CC(O)C(CO)O1,C11H15N5O3,265.273,-0.19
Clc1ccc(NC(=O)c2cccnc2)cc1,O=C(Nc1ccc(Cl)cc1)c1cccnc1,C12H9ClN2O,232.67,2.52
CCOc1cccc(c1)C(=O)N[P](=O)(N2CC2)N3CC3,CCOc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,C13H18N3O3P,295.279,1.24
COc1ccc(c(OC)c1)c2nc3cnccc3n2C,COc1ccc(-c2nc3cnccc3n2C)c(OC)c1,C15H15N3O2,269.304,2.68
COc1ccc(c(OC)c1)c2nc3ccncc3n2C,COc1ccc(-c2nc3ccncc3n2C)c(OC)c1,C15H15N3O2,269.304,2.68
COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(=O)N(C)CCO,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CCO)ccc2c1,C19H23NO5,345.395,2.01
COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(=O)N(CCO)CCO,COc1ccc2cc(C(C)C(=O)OCC(=O)N(CCO)CCO)ccc2c1,C20H25NO6,375.421,1.7
CCC(=O)C1(CCN(C)CC1)c2cccc(OC(=O)CC(C)(C)C)c2,CCC(=O)C1(c2cccc(OC(=O)CC(C)(C)C)c2)CCN(C)CC1,C21H31NO3,345.483,3.17
O=C(CC#N)c1ccccc1,N#CCC(=O)c1ccccc1,C9H7NO,145.161,0.97
COP(=S)(Oc1c(C(#N))cc(Cl)cc1)OC,COP(=S)(OC)Oc1ccc(Cl)cc1C#N,C9H9ClNO3PS,277.669,3.41
Cc1coc2cc(C)c3C=CC(=O)Oc3c12,Cc1cc2occ(C)c2c2oc(=O)ccc12,C13H10O3,214.22,3.02
CCC(C)c1cccc(C(C)C)c1O,CCC(C)c1cccc(C(C)C)c1O,C13H20O,192.302,3.85
CCCN(C1c2c(c(O)ccc2)OCC1)CCC,CCCN(CCC)C1CCOc2c(O)cccc21,C15H23NO2,249.354,3.3
C1C2(Cl)C(Cl)(Cl)C(Cl)(C3C(Cl)C(Cl)C(Cl)C23)C=1Cl,ClC1=CC2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,C10H6Cl8,409.782,5.91
C12C3C(Cl)(Cl)C(Cl)(C(Cl)=C(Cl)C1C(Cl)C3)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C(Cl)(Cl)C3CC(Cl)C1C3C2(Cl)Cl,C10H6Cl8,409.782,6.09
CC(Cc1ccc(F)cc1)N(C)CC#C,C#CCN(C)C(C)Cc1ccc(F)cc1,C13H16FN,205.276,3
COc1ccc(cc1OC)C(C)NCCC(c2ccccc2)c3ccccc3,COc1ccc(C(C)NCCC(c2ccccc2)c2ccccc2)cc1OC,C25H29NO2,375.512,5.8
CN(C)C(=O)n1nc(nc1SCC(O)=O)C(C)(C)C,CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)O,C11H18N4O3S,286.357,1.62
CN1CC[C@@]23[C@H]4C=C[C@](O)([C@@H]2Oc5c(O)ccc(C[C@@H]14)c35)C(C)=O,CC(=O)[C@]1(O)C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,C19H21NO4,327.38,1.55
CC1c2c(cc(C3OC(C(=O)(O))C(O)C(O)C3O)cc2)OC(=O)C=1,Cc1cc(=O)oc2cc(C3OC(C(=O)O)C(O)C(O)C3O)ccc12,C16H16O8,336.296,-0.39
CCCCCCCCCNCc1ccc(C)cc1,CCCCCCCCCNCc1ccc(C)cc1,C17H29N,247.426,5.7
CO[S](=O)c1ccc(O)cc1,COS(=O)c1ccc(O)cc1,C7H8O3S,172.205,0.58
CCc1cc(CC(C#N)C#N)cc(CC)c1O,CCc1cc(CC(C#N)C#N)cc(CC)c1O,C14H16N2O,228.295,4.12
Oc1ccc(CC(C#N)C#N)cc1,N#CC(C#N)Cc1ccc(O)cc1,C10H8N2O,172.187,3.08
CCN(C(=O)C1C2C3C(OC2(=O))C(O)C1C3)CC,CCN(CC)C(=O)C1C2CC3C(OC(=O)C31)C2O,C13H19NO4,253.298,0.15
COc1cccc(CNC(=O)C2(O)C(C)CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC23C)c1,COc1cccc(CNC(=O)C2(O)C(C)CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)c1,C29H36FNO5,497.607,3.27
CN(N=Nc1ccc(cc1)C(N)=O)C(C)=O,CC(=O)N(C)N=Nc1ccc(C(N)=O)cc1,C10H12N4O2,220.232,1.37
CCC(=O)C(C[S](=O)(=O)c1ccccc1)c2ccc(OC)cc2,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(OC)cc1,C18H20O4S,332.421,2.18
CC(C)Oc1ccc(CC#N)cc1,CC(C)Oc1ccc(CC#N)cc1,C11H13NO,175.231,2.53
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCc5ccccc5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCc1ccccc1,C29H36FNO4,481.608,3.66
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)=O,CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)O,C19H28N2O5,364.442,2.88
CC(=O)C62C3(C)CCC4C5(C)CCC(=O)C=C5CCC4C3CC6OC(C)(c1ccc(F)cc1)O2,CC(=O)C12OC(C)(c3ccc(F)cc3)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,C29H35FO4,466.593,5.7
Cc1cccc(C)c1NC(=O)c2ccc(CN3CCOCC3)cc2,Cc1cccc(C)c1NC(=O)c1ccc(CN2CCOCC2)cc1,C20H24N2O2,324.424,2
COc1ccc(OCCO)cc1,COc1ccc(OCCO)cc1,C9H12O3,168.192,1.13
CN(C)C(=O)C(=NOC(=O)N(C)COC1OC(C(=O)(O))C(O)C(O)C1O)SC,CSC(=NOC(=O)N(C)COC1OC(C(=O)O)C(O)C(O)C1O)C(=O)N(C)C,C14H23N3O10S,425.416,-2.52
Clc1ccc(C)c(O)c1,Cc1ccc(Cl)cc1O,C7H7ClO,142.585,2.63
CCC(=O)C(c2ccc(Cl)cc2)CS(=O)(=O)c1ccccc1,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(Cl)cc1,C17H17ClO3S,336.84,2.69
FC(F)(F)[S](=O)(=O)NCc1ccccc1,O=S(=O)(NCc1ccccc1)C(F)(F)F,C8H8F3NO2S,239.218,2.91
COCCOCC1OC(c3c(Cl)cc(Cl)cc3)(Cn2ncnc2)OC1,COCCOCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,C16H19Cl2N3O4,388.251,2.03
CCN(Cc1ccc(C(=O)Nc2c(C)cccc2)cc1)CC,CCN(CC)Cc1ccc(C(=O)Nc2ccccc2C)cc1,C19H24N2O,296.414,3.31
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(O)=O)C(=O)NC(Cc2ccccc2)C(N)=O,CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,C25H30N4O6,482.537,0.65
CN(C)N=Nc1sccn1,CN(C)N=Nc1nccs1,C5H8N4S,156.214,1.27
CCOc1ccc(cc1OCC)C(O)=O,CCOc1ccc(C(=O)O)cc1OCC,C11H14O4,210.229,2.37
CCOC(=O)C(C)Oc1ccc(Oc2nc3c(cc(C)cc3)nc2)cc1,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C)ccc3n2)cc1,C20H20N2O4,352.39,4.11
Cc1cccc(C)c1NC(=O)c2ccc(CN3CCCC3)cc2,Cc1cccc(C)c1NC(=O)c1ccc(CN2CCCC2)cc1,C20H24N2O,308.425,3.14
COC(=O)Cc1c2c(nccc2)c(O)cc1,COC(=O)Cc1ccc(O)c2ncccc12,C12H11NO3,217.224,1.59
CCCCCCCC(=O)OC(c3ccccc3)C(=O)NC1C(=O)N2C(C(=O)(O))=C(C)CSC12,CCCCCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,C24H30N2O6S,474.579,3.54
CC1(c6ccc(F)cc6)OC2(C(=O)CO)C3(C)CCC4C5CCC(=O)C=C5CCC4C3CC2O1,CC1(c2ccc(F)cc2)OC2CC3C4CCC5=CC(=O)CCC5C4CCC3(C)C2(C(=O)CO)O1,C28H33FO5,468.565,4.92
S=C=NCCCc1ccccc1,S=C=NCCCc1ccccc1,C10H11NS,177.272,3.8
C[S](=O)(=O)ON1C(=O)c2ccc(N)cc2C1=O,CS(=O)(=O)ON1C(=O)c2ccc(N)cc2C1=O,C9H8N2O5S,256.239,0.8
CCC(=O)C(c2ccccc2)CS(=O)(=O)c1ccc(C)cc1,CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccccc1,C18H20O3S,316.422,2.45
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C(O)CO,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(O)CO,C21H32O4,348.483,2
CC(C)(C)C(COc1ccc(cc1)C(F)(F)F)OC(=O)n2ccnc2,CC(C)(C)C(COc1ccc(C(F)(F)F)cc1)OC(=O)n1ccnc1,C17H19F3N2O3,356.344,4.15
CCOC(=O)C(C)Oc1ccc(Oc2cnc3ccccc3n2)cc1,CCOC(=O)C(C)Oc1ccc(Oc2cnc3ccccc3n2)cc1,C19H18N2O4,338.363,3.47
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3)C(N)=N,CCC1COC(Cn2cncn2)(c2ccc(C(=N)N)cc2)O1,C15H19N5O2,301.35,0.85
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(F)ccc3n2)cc1,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(F)ccc3n2)cc1,C19H17FN2O4,356.353,3.65
OC(=O)c1ccc(CC#N)cc1,N#CCc1ccc(C(=O)O)cc1,C9H7NO2,161.16,1.18
CCC(=O)C(C[S](=O)(=O)c1ccc(C)cc1)c2ccc(OC)cc2,CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(OC)cc1,C19H22O4S,346.448,2.47
CCC(=O)C(c2ccccc2)CS(=O)(=O)c1ccccc1,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccccc1,C17H18O3S,302.395,1.82
CCOC(=O)C(C)Oc1ccc(Oc2nc3c(cc(C(F)(F)F)cc3)nc2)cc1,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C(F)(F)F)ccc3n2)cc1,C20H17F3N2O4,406.36,4.37
CN1CCC(=C(C)C1)c2ccccc2,CC1=C(c2ccccc2)CCN(C)C1,C13H17N,187.286,3.18
Cc1nonc1C(=NO)SCCN(CC)CC,CCN(CC)CCSC(=NO)c1nonc1C,C10H18N4O2S,258.347,1.4
CCN(CC)Cc1cccc(c1)C(=O)Nc2c(C)cccc2C,CCN(CC)Cc1cccc(C(=O)Nc2c(C)cccc2C)c1,C20H26N2O,310.441,3.09
ClC(Cl)(Cl)c1nc(N)nc(N)n1,Nc1nc(N)nc(C(Cl)(Cl)Cl)n1,C4H4Cl3N5,228.47,1.24
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2O,CC12CCC(O)CC1=CCC1C2CCC2(C)C(O)CCC12,C19H30O2,290.447,3.55
CCc1cccc(NC(=O)Cc2ccccc2)c1,CCc1cccc(NC(=O)Cc2ccccc2)c1,C16H17NO,239.318,3.47
CN(C)c1nc(OC)nc(C(Cl)(Cl)Cl)n1,COc1nc(N(C)C)nc(C(Cl)(Cl)Cl)n1,C7H9Cl3N4O,271.535,3.33
NC(CCc1ccccc1)C(O)=O,NC(CCc1ccccc1)C(=O)O,C10H13NO2,179.219,-1.2
C(n1cccc1)c2ccccc2,c1ccc(Cn2cccc2)cc1,C11H11N,157.216,2.71
OC(=O)CCCCC(S)CCS,O=C(O)CCCCC(S)CCS,C8H16O2S2,208.348,2.41
Cc1ccc(C2(Cn3ncnc3)OCCO2)cc1,Cc1ccc(C2(Cn3cncn3)OCCO2)cc1,C13H15N3O2,245.282,1.55
CN(C)N=Nc1ccc(CC(O)=O)cc1,CN(C)N=Nc1ccc(CC(=O)O)cc1,C10H13N3O2,207.233,1.38
CC(C)(C)N(NC(=O)c2ccc(F)cc2)C(=O)c1c(Cl)cccc1,CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c1ccccc1Cl,C18H18ClFN2O2,348.805,2.87
OC(=O)CCC(S)CCS,O=C(O)CCC(S)CCS,C6H12O2S2,180.294,1.4
CCCNC(=O)c1ccccc1,CCCNC(=O)c1ccccc1,C10H13NO,163.22,1.72
OCC(O)C(CO)OCn1ccnc1[N+]([O-])=O,O=[N+]([O-])c1nccn1COC(CO)C(O)CO,C8H13N3O6,247.207,-1.47
Oc1c(I)cc(I)cc1I,Oc1c(I)cc(I)cc1I,C6H3I3O,471.801,4.5
COc1cc(O)cc(OC)c1O,COc1cc(O)cc(OC)c1O,C8H10O4,170.164,0.17
CN1CCN(Cc2ccc(Cl)nc2)C1=NN(=O)(=O),CN1CCN(Cc2ccc(Cl)nc2)C1=N[N+](=O)[O-],C10H12ClN5O2,269.692,0.26
